Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
11,Female,3.42,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0283916083916085,2.3916083916083917,1 hr 2 min,2 hr 23 min
11,Female,5.47,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.5905673758865246,3.879432624113475,1 hr 35 min,3 hr 53 min
12,Female,6.28,Smartphone,True,0.32,Poor Sleep,Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.5224242424242425,4.757575757575758,1 hr 31 min,4 hr 45 min
14,Male,3.26,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0271232876712328,2.2328767123287667,1 hr 2 min,2 hr 14 min
14,Male,6.06,Smartphone,True,0.38,Anxiety,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.6686956521739131,4.391304347826086,1 hr 40 min,4 hr 23 min
18,Female,4.67,TV,True,0.32,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.132121212121212,3.537878787878788,1 hr 8 min,3 hr 32 min
11,Male,3.75,Smartphone,True,0.43,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1276223776223777,2.6223776223776225,1 hr 8 min,2 hr 37 min
14,Female,6.7,Smartphone,True,0.3,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.546153846153846,5.153846153846154,1 hr 33 min,5 hr 9 min
18,Female,3.58,Smartphone,True,0.38,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9857971014492755,2.5942028985507246,0 hr 59 min,2 hr 36 min
10,Female,2.51,TV,True,0.47,No Health Impact,Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.802517006802721,1.7074829931972788,0 hr 48 min,1 hr 42 min
13,Male,5.24,Smartphone,True,0.43,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5756643356643358,3.664335664335664,1 hr 35 min,3 hr 40 min
9,Female,0.0,Tablet,False,0.49,No Health Impact,Rural,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.0,0.0,0 hr 0 min,0 hr 0 min
17,Female,5.14,Smartphone,True,0.36,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3605882352941177,3.7794117647058822,1 hr 22 min,3 hr 47 min
16,Female,3.7,Tablet,True,0.33,Eye Strain,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9180451127819549,2.7819548872180455,0 hr 55 min,2 hr 47 min
12,Male,4.79,TV,True,0.32,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.1612121212121211,3.628787878787879,1 hr 10 min,3 hr 38 min
13,Male,3.3,Tablet,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9923076923076922,2.3076923076923075,0 hr 60 min,2 hr 18 min
11,Female,5.97,Smartphone,True,0.5,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Balanced,Moderate Risk,1.99,3.9799999999999995,1 hr 59 min,3 hr 59 min
18,Female,3.05,Smartphone,True,0.37,"Eye Strain, Anxiety, Obesity Risk",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.823722627737226,2.226277372262774,0 hr 49 min,2 hr 14 min
17,Female,5.18,Smartphone,True,0.42,Eye Strain,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.532112676056338,3.647887323943662,1 hr 32 min,3 hr 39 min
14,Female,3.66,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9081203007518798,2.7518796992481205,0 hr 54 min,2 hr 45 min
16,Male,4.08,Smartphone,True,0.47,No Health Impact,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3044897959183674,2.7755102040816326,1 hr 18 min,2 hr 47 min
14,Female,4.41,TV,True,0.32,No Health Impact,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.069090909090909,3.340909090909091,1 hr 4 min,3 hr 20 min
8,Female,4.84,Smartphone,True,0.54,Poor Sleep,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.697142857142857,3.142857142857143,1 hr 42 min,3 hr 9 min
8,Female,6.82,Smartphone,True,0.52,No Health Impact,Rural,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.3331578947368423,4.4868421052631575,2 hr 20 min,4 hr 29 min
16,Female,4.6,Smartphone,True,0.4,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3142857142857143,3.2857142857142856,1 hr 19 min,3 hr 17 min
18,Female,4.06,Smartphone,True,0.44,Poor Sleep,Urban,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2405555555555554,2.819444444444444,1 hr 14 min,2 hr 49 min
16,Female,6.5,TV,True,0.49,No Health Impact,Urban,Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.1375838926174495,4.3624161073825505,2 hr 8 min,4 hr 22 min
11,Female,4.21,TV,True,0.3,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,Pre-Teen,Other,High,weekday,Mostly Recreational,High Risk,0.9715384615384615,3.2384615384615385,0 hr 58 min,3 hr 14 min
16,Female,7.07,Laptop,True,0.36,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8714705882352942,5.1985294117647065,1 hr 52 min,5 hr 12 min
10,Male,2.48,Smartphone,True,0.51,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,0.837615894039735,1.6423841059602649,0 hr 50 min,1 hr 39 min
14,Female,4.06,Smartphone,True,0.42,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.200845070422535,2.8591549295774645,1 hr 12 min,2 hr 52 min
13,Male,3.9,Smartphone,True,0.36,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0323529411764707,2.867647058823529,1 hr 2 min,2 hr 52 min
15,Female,2.38,TV,False,0.33,No Health Impact,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.5905263157894737,1.789473684210526,0 hr 35 min,1 hr 47 min
18,Female,6.59,Laptop,True,0.39,Poor Sleep,Rural,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8489928057553955,4.741007194244604,1 hr 51 min,4 hr 44 min
16,Male,5.6,Laptop,True,0.4,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5999999999999999,4.0,1 hr 36 min,4 hr 0 min
12,Male,5.32,Laptop,True,0.31,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2589312977099236,4.061068702290076,1 hr 16 min,4 hr 4 min
8,Male,4.82,TV,True,0.51,"Poor Sleep, Eye Strain, Anxiety",Rural,Child,Other,High,weekend,Balanced,High Risk,1.6279470198675499,3.19205298013245,1 hr 38 min,3 hr 12 min
10,Male,3.69,TV,True,0.56,Poor Sleep,Urban,Pre-Teen,Other,Moderate,weekday,Balanced,Moderate Risk,1.3246153846153847,2.365384615384615,1 hr 19 min,2 hr 22 min
17,Male,4.17,TV,True,0.39,Poor Sleep,Urban,Senior Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.17,3.0,1 hr 10 min,3 hr 0 min
15,Male,4.09,TV,True,0.35,"Poor Sleep, Anxiety",Urban,Teen,Other,High,weekday,Mostly Recreational,High Risk,1.0603703703703702,3.0296296296296297,1 hr 4 min,3 hr 2 min
18,Male,5.83,Smartphone,True,0.39,Anxiety,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6357553956834532,4.194244604316546,1 hr 38 min,4 hr 12 min
13,Female,4.74,Laptop,True,0.44,Poor Sleep,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4483333333333333,3.291666666666667,1 hr 27 min,3 hr 18 min
15,Female,4.01,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,Teen,Other,High,weekday,Mostly Recreational,High Risk,1.1251079136690647,2.884892086330935,1 hr 8 min,2 hr 53 min
16,Female,2.59,Laptop,False,0.44,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7913888888888889,1.798611111111111,0 hr 47 min,1 hr 48 min
11,Female,4.94,Smartphone,True,0.45,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5331034482758623,3.406896551724138,1 hr 32 min,3 hr 24 min
8,Male,4.15,TV,True,0.59,Eye Strain,Rural,Child,Other,High,weekday,Balanced,Moderate Risk,1.5399371069182393,2.610062893081761,1 hr 32 min,2 hr 37 min
8,Male,0.3,TV,False,0.48,No Health Impact,Urban,Child,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.09729729729729729,0.2027027027027027,0 hr 6 min,0 hr 12 min
17,Female,4.75,Tablet,True,0.37,Obesity Risk,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.282846715328467,3.467153284671533,1 hr 17 min,3 hr 28 min
11,Male,5.12,Laptop,True,0.48,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6605405405405405,3.4594594594594597,1 hr 40 min,3 hr 28 min
14,Male,3.2,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9142857142857145,2.2857142857142856,0 hr 55 min,2 hr 17 min
9,Male,5.72,Smartphone,True,0.51,Eye Strain,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.9319205298013244,3.7880794701986753,1 hr 56 min,3 hr 47 min
10,Male,6.8,TV,True,0.43,No Health Impact,Rural,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.044755244755245,4.755244755244755,2 hr 3 min,4 hr 45 min
8,Female,4.73,Tablet,True,0.42,"Poor Sleep, Anxiety",Urban,Child,Portable,High,weekend,Mostly Recreational,High Risk,1.3990140845070425,3.330985915492958,1 hr 24 min,3 hr 20 min
12,Male,1.51,Smartphone,False,0.5,No Health Impact,Urban,Pre-Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.5033333333333333,1.0066666666666668,0 hr 30 min,1 hr 0 min
8,Female,7.74,Tablet,True,0.5,Poor Sleep,Urban,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.58,5.16,2 hr 35 min,5 hr 10 min
15,Female,5.08,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.260451127819549,3.819548872180451,1 hr 16 min,3 hr 49 min
8,Female,1.13,TV,False,0.41,No Health Impact,Urban,Child,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.3285815602836879,0.801418439716312,0 hr 20 min,0 hr 48 min
18,Male,5.12,Smartphone,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.613150684931507,3.506849315068493,1 hr 37 min,3 hr 30 min
8,Male,6.34,TV,True,0.51,Poor Sleep,Urban,Child,Other,Very High,weekend,Balanced,Moderate Risk,2.1413245033112585,4.198675496688741,2 hr 8 min,4 hr 12 min
9,Female,5.05,Smartphone,True,0.58,Poor Sleep,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.8537974683544303,3.1962025316455698,1 hr 51 min,3 hr 12 min
9,Female,0.73,Smartphone,False,0.58,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.26797468354430376,0.4620253164556962,0 hr 16 min,0 hr 28 min
13,Male,5.49,Smartphone,True,0.45,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.703793103448276,3.7862068965517244,1 hr 42 min,3 hr 47 min
14,Female,4.51,Laptop,True,0.36,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1938235294117647,3.316176470588235,1 hr 12 min,3 hr 19 min
12,Male,2.9,Smartphone,False,0.48,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9405405405405405,1.9594594594594594,0 hr 56 min,1 hr 58 min
8,Male,6.29,Tablet,True,0.49,Poor Sleep,Urban,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.068523489932886,4.221476510067114,2 hr 4 min,4 hr 13 min
8,Male,2.1,Smartphone,True,0.5,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.7000000000000001,1.4,0 hr 42 min,1 hr 24 min
10,Female,4.53,TV,True,0.47,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4483673469387757,3.0816326530612246,1 hr 27 min,3 hr 5 min
9,Female,2.44,Tablet,True,0.48,No Health Impact,Rural,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7913513513513514,1.6486486486486487,0 hr 47 min,1 hr 39 min
12,Female,2.14,Smartphone,False,0.4,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6114285714285715,1.5285714285714285,0 hr 37 min,1 hr 32 min
17,Female,2.72,Smartphone,False,0.33,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6748872180451128,2.0451127819548875,0 hr 40 min,2 hr 3 min
13,Female,4.49,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3056028368794328,3.1843971631205674,1 hr 18 min,3 hr 11 min
14,Female,3.15,Tablet,True,0.38,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8673913043478262,2.282608695652174,0 hr 52 min,2 hr 17 min
11,Male,3.74,Smartphone,True,0.42,"Eye Strain, Anxiety",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.1061971830985915,2.633802816901409,1 hr 6 min,2 hr 38 min
14,Female,3.82,Tablet,True,0.46,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2035616438356165,2.6164383561643834,1 hr 12 min,2 hr 37 min
18,Female,6.53,TV,True,0.43,Poor Sleep,Urban,Senior Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.9635664335664338,4.566433566433567,1 hr 58 min,4 hr 34 min
15,Female,4.54,Laptop,True,0.46,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4304109589041096,3.1095890410958904,1 hr 26 min,3 hr 7 min
18,Female,3.87,Laptop,True,0.36,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0244117647058824,2.8455882352941178,1 hr 1 min,2 hr 51 min
8,Female,0.1,Tablet,False,0.5,No Health Impact,Rural,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.03333333333333333,0.06666666666666668,0 hr 2 min,0 hr 4 min
13,Male,4.44,Smartphone,True,0.39,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2457553956834533,3.1942446043165473,1 hr 15 min,3 hr 12 min
15,Male,4.75,Smartphone,True,0.44,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4513888888888888,3.298611111111111,1 hr 27 min,3 hr 18 min
12,Female,3.65,Tablet,True,0.4,Eye Strain,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.042857142857143,2.6071428571428568,1 hr 3 min,2 hr 36 min
11,Male,3.85,Laptop,True,0.31,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9110687022900763,2.9389312977099236,0 hr 55 min,2 hr 56 min
9,Male,2.32,TV,True,0.51,No Health Impact,Urban,Child,Other,Moderate,weekday,Balanced,Moderate Risk,0.7835761589403973,1.5364238410596025,0 hr 47 min,1 hr 32 min
13,Male,3.65,Laptop,True,0.37,"Poor Sleep, Eye Strain",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9857664233576642,2.664233576642336,0 hr 59 min,2 hr 40 min
13,Female,5.78,TV,True,0.43,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.7380419580419584,4.041958041958042,1 hr 44 min,4 hr 3 min
18,Male,2.96,TV,False,0.43,No Health Impact,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8900699300699301,2.06993006993007,0 hr 53 min,2 hr 4 min
8,Female,0.91,Smartphone,False,0.43,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.2736363636363636,0.6363636363636365,0 hr 16 min,0 hr 38 min
16,Male,4.17,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.1038235294117646,3.0661764705882355,1 hr 6 min,3 hr 4 min
18,Male,3.98,Laptop,True,0.37,Poor Sleep,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0748905109489049,2.905109489051095,1 hr 4 min,2 hr 54 min
13,Male,2.94,Smartphone,False,0.43,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8840559440559441,2.055944055944056,0 hr 53 min,2 hr 3 min
10,Female,6.63,TV,True,0.54,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Other,Very High,weekend,Balanced,High Risk,2.3248051948051947,4.305194805194805,2 hr 19 min,4 hr 18 min
11,Male,2.9,TV,False,0.36,No Health Impact,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7676470588235295,2.1323529411764706,0 hr 46 min,2 hr 8 min
18,Female,5.84,Smartphone,True,0.43,Eye Strain,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.7560839160839161,4.083916083916083,1 hr 45 min,4 hr 5 min
11,Male,4.78,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3411510791366905,3.4388489208633097,1 hr 20 min,3 hr 26 min
10,Male,4.13,Smartphone,True,0.4,Poor Sleep,Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1800000000000002,2.9499999999999997,1 hr 11 min,2 hr 57 min
17,Male,3.67,Smartphone,True,0.34,Poor Sleep,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9311940298507462,2.7388059701492535,0 hr 56 min,2 hr 44 min
10,Male,3.02,TV,True,0.46,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,0.9515068493150685,2.0684931506849313,0 hr 57 min,2 hr 4 min
10,Female,1.92,TV,False,0.41,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.5582978723404255,1.3617021276595744,0 hr 33 min,1 hr 22 min
11,Female,4.16,Laptop,True,0.36,"Anxiety, Obesity Risk",Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.1011764705882354,3.0588235294117645,1 hr 6 min,3 hr 4 min
14,Male,3.9,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,1.0532846715328468,2.846715328467153,1 hr 3 min,2 hr 51 min
11,Female,6.12,TV,True,0.34,No Health Impact,Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.5528358208955222,4.567164179104478,1 hr 33 min,4 hr 34 min
16,Male,6.23,Smartphone,True,0.47,Obesity Risk,Rural,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.991904761904762,4.238095238095238,1 hr 60 min,4 hr 14 min
8,Male,2.87,Smartphone,True,0.52,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.981842105263158,1.888157894736842,0 hr 59 min,1 hr 53 min
15,Male,4.88,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2382089552238806,3.6417910447761193,1 hr 14 min,3 hr 39 min
14,Female,2.61,Smartphone,False,0.38,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7186956521739131,1.891304347826087,0 hr 43 min,1 hr 53 min
9,Female,1.19,Tablet,False,0.45,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.3693103448275862,0.8206896551724138,0 hr 22 min,0 hr 49 min
15,Male,2.54,Laptop,False,0.3,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.5861538461538461,1.953846153846154,0 hr 35 min,1 hr 57 min
8,Male,5.36,Tablet,True,0.56,Poor Sleep,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.9241025641025642,3.435897435897436,1 hr 55 min,3 hr 26 min
18,Male,4.18,TV,True,0.31,No Health Impact,Urban,Senior Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,0.9891603053435113,3.1908396946564883,0 hr 59 min,3 hr 11 min
16,Male,4.47,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.3441258741258741,3.125874125874126,1 hr 21 min,3 hr 8 min
16,Female,5.91,TV,True,0.38,Anxiety,Rural,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6273913043478263,4.282608695652174,1 hr 38 min,4 hr 17 min
9,Female,1.64,Smartphone,False,0.49,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.5393288590604026,1.1006711409395973,0 hr 32 min,1 hr 6 min
14,Female,4.13,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.358187919463087,2.771812080536913,1 hr 21 min,2 hr 46 min
17,Male,1.97,Smartphone,False,0.44,No Health Impact,Rural,Senior Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.6019444444444445,1.3680555555555554,0 hr 36 min,1 hr 22 min
10,Female,0.21,Smartphone,False,0.5,No Health Impact,Urban,Pre-Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.06999999999999999,0.14,0 hr 4 min,0 hr 8 min
14,Female,3.27,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0148275862068965,2.2551724137931037,1 hr 1 min,2 hr 15 min
17,Female,4.62,Smartphone,True,0.38,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2721739130434784,3.3478260869565215,1 hr 16 min,3 hr 21 min
16,Female,4.14,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.2038297872340424,2.9361702127659575,1 hr 12 min,2 hr 56 min
11,Female,3.82,Laptop,True,0.5,"Eye Strain, Anxiety",Urban,Pre-Teen,Portable,Moderate,weekday,Balanced,High Risk,1.2733333333333332,2.546666666666667,1 hr 16 min,2 hr 33 min
